Navn;Stasjon;Tid(norsk normaltid);Homogenisert middeltemperatur (mnd)
Svalbard Lufthavn;SN99840;12.1985;-13,4
Svalbard Lufthavn;SN99840;01.1986;-15,7
Svalbard Lufthavn;SN99840;02.1986;-22,5
Svalbard Lufthavn;SN99840;03.1986;-13,9
Svalbard Lufthavn;SN99840;04.1986;-14,6
Svalbard Lufthavn;SN99840;05.1986;-3,1
Svalbard Lufthavn;SN99840;06.1986;3,7
Svalbard Lufthavn;SN99840;07.1986;6,4
Svalbard Lufthavn;SN99840;08.1986;5,2
Svalbard Lufthavn;SN99840;09.1986;-1,3
Svalbard Lufthavn;SN99840;10.1986;-4
Svalbard Lufthavn;SN99840;11.1986;-9,2
Svalbard Lufthavn;SN99840;12.1986;-11,2
Svalbard Lufthavn;SN99840;01.1987;-11,9
Svalbard Lufthavn;SN99840;02.1987;-17,8
Svalbard Lufthavn;SN99840;03.1987;-14
Svalbard Lufthavn;SN99840;04.1987;-8,9
Svalbard Lufthavn;SN99840;05.1987;-3,5
Svalbard Lufthavn;SN99840;06.1987;2,1
Svalbard Lufthavn;SN99840;07.1987;4,7
Svalbard Lufthavn;SN99840;08.1987;4
Svalbard Lufthavn;SN99840;09.1987;-1,4
Svalbard Lufthavn;SN99840;10.1987;-6,5
Svalbard Lufthavn;SN99840;11.1987;-10,4
Svalbard Lufthavn;SN99840;12.1987;-18,1
Svalbard Lufthavn;SN99840;01.1988;-16,9
Svalbard Lufthavn;SN99840;02.1988;-14,6
Svalbard Lufthavn;SN99840;03.1988;-19,6
Svalbard Lufthavn;SN99840;04.1988;-18,1
Svalbard Lufthavn;SN99840;05.1988;-2,6
Svalbard Lufthavn;SN99840;06.1988;2,9
Svalbard Lufthavn;SN99840;07.1988;6,7
Svalbard Lufthavn;SN99840;08.1988;5,5
Svalbard Lufthavn;SN99840;09.1988;-1,5
Svalbard Lufthavn;SN99840;10.1988;-9,3
Svalbard Lufthavn;SN99840;11.1988;-16,9
Svalbard Lufthavn;SN99840;12.1988;-22,5
Svalbard Lufthavn;SN99840;01.1989;-18,4
Svalbard Lufthavn;SN99840;02.1989;-19,3
Svalbard Lufthavn;SN99840;03.1989;-14,8
Svalbard Lufthavn;SN99840;04.1989;-8,1
Svalbard Lufthavn;SN99840;05.1989;-1,5
Svalbard Lufthavn;SN99840;06.1989;2,4
Svalbard Lufthavn;SN99840;07.1989;5,3
Svalbard Lufthavn;SN99840;08.1989;4,7
Svalbard Lufthavn;SN99840;09.1989;1,3
Svalbard Lufthavn;SN99840;10.1989;-5,6
Svalbard Lufthavn;SN99840;11.1989;-9,4
Svalbard Lufthavn;SN99840;12.1989;-15,2
Svalbard Lufthavn;SN99840;01.1990;-6,2
Svalbard Lufthavn;SN99840;02.1990;-9,9
Svalbard Lufthavn;SN99840;03.1990;-15,3
Svalbard Lufthavn;SN99840;04.1990;-8,2
Svalbard Lufthavn;SN99840;05.1990;-4,1
Svalbard Lufthavn;SN99840;06.1990;2,7
Svalbard Lufthavn;SN99840;07.1990;6,4
Svalbard Lufthavn;SN99840;08.1990;5,5
Svalbard Lufthavn;SN99840;09.1990;5,2
Svalbard Lufthavn;SN99840;10.1990;-2,4
Svalbard Lufthavn;SN99840;11.1990;-11,9
Svalbard Lufthavn;SN99840;12.1990;-9
Svalbard Lufthavn;SN99840;01.1991;-12,3
Svalbard Lufthavn;SN99840;02.1991;-9,1
Svalbard Lufthavn;SN99840;03.1991;-8,6
Svalbard Lufthavn;SN99840;04.1991;-11,8
Svalbard Lufthavn;SN99840;05.1991;-4
Svalbard Lufthavn;SN99840;06.1991;2,5
Svalbard Lufthavn;SN99840;07.1991;5,5
Svalbard Lufthavn;SN99840;08.1991;6,2
Svalbard Lufthavn;SN99840;09.1991;0,7
Svalbard Lufthavn;SN99840;10.1991;-5,2
Svalbard Lufthavn;SN99840;11.1991;-11,6
Svalbard Lufthavn;SN99840;12.1991;-12,9
Svalbard Lufthavn;SN99840;01.1992;-12,7
Svalbard Lufthavn;SN99840;02.1992;-17,6
Svalbard Lufthavn;SN99840;03.1992;-11,4
Svalbard Lufthavn;SN99840;04.1992;-6,5
Svalbard Lufthavn;SN99840;05.1992;-2,7
Svalbard Lufthavn;SN99840;06.1992;3,1
Svalbard Lufthavn;SN99840;07.1992;5,9
Svalbard Lufthavn;SN99840;08.1992;4,6
Svalbard Lufthavn;SN99840;09.1992;3
Svalbard Lufthavn;SN99840;10.1992;-8,1
Svalbard Lufthavn;SN99840;11.1992;-6,8
Svalbard Lufthavn;SN99840;12.1992;-12,2
Svalbard Lufthavn;SN99840;01.1993;-17
Svalbard Lufthavn;SN99840;02.1993;-16,4
Svalbard Lufthavn;SN99840;03.1993;-16,3
Svalbard Lufthavn;SN99840;04.1993;-14,5
Svalbard Lufthavn;SN99840;05.1993;-3,7
Svalbard Lufthavn;SN99840;06.1993;2,3
Svalbard Lufthavn;SN99840;07.1993;7,8
Svalbard Lufthavn;SN99840;08.1993;6,5
Svalbard Lufthavn;SN99840;09.1993;-0,1
Svalbard Lufthavn;SN99840;10.1993;-8,7
Svalbard Lufthavn;SN99840;11.1993;-2,1
Svalbard Lufthavn;SN99840;12.1993;-11,3
Svalbard Lufthavn;SN99840;01.1994;-16,8
Svalbard Lufthavn;SN99840;02.1994;-16,2
Svalbard Lufthavn;SN99840;03.1994;-9,4
Svalbard Lufthavn;SN99840;04.1994;-6,5
Svalbard Lufthavn;SN99840;05.1994;-3,9
Svalbard Lufthavn;SN99840;06.1994;3,1
Svalbard Lufthavn;SN99840;07.1994;5,1
Svalbard Lufthavn;SN99840;08.1994;3,4
Svalbard Lufthavn;SN99840;09.1994;0,5
Svalbard Lufthavn;SN99840;10.1994;-8,6
Svalbard Lufthavn;SN99840;11.1994;-14,2
Svalbard Lufthavn;SN99840;12.1994;-8
Svalbard Lufthavn;SN99840;01.1995;-16,4
Svalbard Lufthavn;SN99840;02.1995;-13,9
Svalbard Lufthavn;SN99840;03.1995;-15,2
Svalbard Lufthavn;SN99840;04.1995;-6,7
Svalbard Lufthavn;SN99840;05.1995;-2,5
Svalbard Lufthavn;SN99840;06.1995;3,3
Svalbard Lufthavn;SN99840;07.1995;6,3
Svalbard Lufthavn;SN99840;08.1995;5,4
Svalbard Lufthavn;SN99840;09.1995;2,2
Svalbard Lufthavn;SN99840;10.1995;-6,3
Svalbard Lufthavn;SN99840;11.1995;-14,3
Svalbard Lufthavn;SN99840;12.1995;-14,4
Svalbard Lufthavn;SN99840;01.1996;-9,8
Svalbard Lufthavn;SN99840;02.1996;-17,2
Svalbard Lufthavn;SN99840;03.1996;-6,8
Svalbard Lufthavn;SN99840;04.1996;-9,4
Svalbard Lufthavn;SN99840;05.1996;-4,8
Svalbard Lufthavn;SN99840;06.1996;2,3
Svalbard Lufthavn;SN99840;07.1996;5,3
Svalbard Lufthavn;SN99840;08.1996;5
Svalbard Lufthavn;SN99840;09.1996;0,8
Svalbard Lufthavn;SN99840;10.1996;-3,9
Svalbard Lufthavn;SN99840;11.1996;-4,8
Svalbard Lufthavn;SN99840;12.1996;-16
Svalbard Lufthavn;SN99840;01.1997;-17,8
Svalbard Lufthavn;SN99840;02.1997;-15,8
Svalbard Lufthavn;SN99840;03.1997;-11,9
Svalbard Lufthavn;SN99840;04.1997;-13,7
Svalbard Lufthavn;SN99840;05.1997;-3,3
Svalbard Lufthavn;SN99840;06.1997;2,6
Svalbard Lufthavn;SN99840;07.1997;5,2
Svalbard Lufthavn;SN99840;08.1997;4,6
Svalbard Lufthavn;SN99840;09.1997;0,6
Svalbard Lufthavn;SN99840;10.1997;-4,9
Svalbard Lufthavn;SN99840;11.1997;-8,2
Svalbard Lufthavn;SN99840;12.1997;-9,9
Svalbard Lufthavn;SN99840;01.1998;-20
Svalbard Lufthavn;SN99840;02.1998;-20,1
Svalbard Lufthavn;SN99840;03.1998;-13,1
Svalbard Lufthavn;SN99840;04.1998;-12,5
Svalbard Lufthavn;SN99840;05.1998;-5,6
Svalbard Lufthavn;SN99840;06.1998;2,6
Svalbard Lufthavn;SN99840;07.1998;8,2
Svalbard Lufthavn;SN99840;08.1998;6,8
Svalbard Lufthavn;SN99840;09.1998;0,3
Svalbard Lufthavn;SN99840;10.1998;-3,8
Svalbard Lufthavn;SN99840;11.1998;-5,3
Svalbard Lufthavn;SN99840;12.1998;-11,7
Svalbard Lufthavn;SN99840;01.1999;-10
Svalbard Lufthavn;SN99840;02.1999;-12,7
Svalbard Lufthavn;SN99840;03.1999;-7,7
Svalbard Lufthavn;SN99840;04.1999;-10,6
Svalbard Lufthavn;SN99840;05.1999;-2,1
Svalbard Lufthavn;SN99840;06.1999;2,7
Svalbard Lufthavn;SN99840;07.1999;6,3
Svalbard Lufthavn;SN99840;08.1999;4,8
Svalbard Lufthavn;SN99840;09.1999;2,8
Svalbard Lufthavn;SN99840;10.1999;-6,2
Svalbard Lufthavn;SN99840;11.1999;-3,9
Svalbard Lufthavn;SN99840;12.1999;-10,1
Svalbard Lufthavn;SN99840;01.2000;-8,5
Svalbard Lufthavn;SN99840;02.2000;-11,1
Svalbard Lufthavn;SN99840;03.2000;-14,7
Svalbard Lufthavn;SN99840;04.2000;-12,7
Svalbard Lufthavn;SN99840;05.2000;-4,4
Svalbard Lufthavn;SN99840;06.2000;2,1
Svalbard Lufthavn;SN99840;07.2000;6
Svalbard Lufthavn;SN99840;08.2000;5,1
Svalbard Lufthavn;SN99840;09.2000;2,1
Svalbard Lufthavn;SN99840;10.2000;1,4
Svalbard Lufthavn;SN99840;11.2000;-3,7
Svalbard Lufthavn;SN99840;12.2000;-9,7
Svalbard Lufthavn;SN99840;01.2001;-8,3
Svalbard Lufthavn;SN99840;02.2001;-9,1
Svalbard Lufthavn;SN99840;03.2001;-16,4
Svalbard Lufthavn;SN99840;04.2001;-12,3
Svalbard Lufthavn;SN99840;05.2001;-3
Svalbard Lufthavn;SN99840;06.2001;3,3
Svalbard Lufthavn;SN99840;07.2001;6,4
Svalbard Lufthavn;SN99840;08.2001;6,5
Svalbard Lufthavn;SN99840;09.2001;3,3
Svalbard Lufthavn;SN99840;10.2001;-5,1
Svalbard Lufthavn;SN99840;11.2001;-11,1
Svalbard Lufthavn;SN99840;12.2001;-9
Svalbard Lufthavn;SN99840;01.2002;-12,6
Svalbard Lufthavn;SN99840;02.2002;-13,5
Svalbard Lufthavn;SN99840;03.2002;-18,1
Svalbard Lufthavn;SN99840;04.2002;-6,1
Svalbard Lufthavn;SN99840;05.2002;-3,4
Svalbard Lufthavn;SN99840;06.2002;3,7
Svalbard Lufthavn;SN99840;07.2002;7
Svalbard Lufthavn;SN99840;08.2002;7,5
Svalbard Lufthavn;SN99840;09.2002;0,1
Svalbard Lufthavn;SN99840;10.2002;-3
Svalbard Lufthavn;SN99840;11.2002;-5,6
Svalbard Lufthavn;SN99840;12.2002;-7,5
Svalbard Lufthavn;SN99840;01.2003;-18,6
Svalbard Lufthavn;SN99840;02.2003;-12,2
Svalbard Lufthavn;SN99840;03.2003;-17,2
Svalbard Lufthavn;SN99840;04.2003;-9,6
Svalbard Lufthavn;SN99840;05.2003;-2,6
Svalbard Lufthavn;SN99840;06.2003;2,8
Svalbard Lufthavn;SN99840;07.2003;6,9
Svalbard Lufthavn;SN99840;08.2003;6,5
Svalbard Lufthavn;SN99840;09.2003;0,7
Svalbard Lufthavn;SN99840;10.2003;-4,3
Svalbard Lufthavn;SN99840;11.2003;-6,7
Svalbard Lufthavn;SN99840;12.2003;-19,1
Svalbard Lufthavn;SN99840;01.2004;-17
Svalbard Lufthavn;SN99840;02.2004;-17,4
Svalbard Lufthavn;SN99840;03.2004;-7,8
Svalbard Lufthavn;SN99840;04.2004;-4,2
Svalbard Lufthavn;SN99840;05.2004;-1,7
Svalbard Lufthavn;SN99840;06.2004;3,1
Svalbard Lufthavn;SN99840;07.2004;7,7
Svalbard Lufthavn;SN99840;08.2004;5,8
Svalbard Lufthavn;SN99840;09.2004;1,5
Svalbard Lufthavn;SN99840;10.2004;-3,5
Svalbard Lufthavn;SN99840;11.2004;-11,7
Svalbard Lufthavn;SN99840;12.2004;-6,6
Svalbard Lufthavn;SN99840;01.2005;-7,5
Svalbard Lufthavn;SN99840;02.2005;-6,7
Svalbard Lufthavn;SN99840;03.2005;-17
Svalbard Lufthavn;SN99840;04.2005;-8,9
Svalbard Lufthavn;SN99840;05.2005;-1,1
Svalbard Lufthavn;SN99840;06.2005;4,6
Svalbard Lufthavn;SN99840;07.2005;7,3
Svalbard Lufthavn;SN99840;08.2005;6,8
Svalbard Lufthavn;SN99840;09.2005;-0,2
Svalbard Lufthavn;SN99840;10.2005;-5,2
Svalbard Lufthavn;SN99840;11.2005;-3,9
Svalbard Lufthavn;SN99840;12.2005;-3,8
Svalbard Lufthavn;SN99840;01.2006;-2,7
Svalbard Lufthavn;SN99840;02.2006;-9,8
Svalbard Lufthavn;SN99840;03.2006;-13,2
Svalbard Lufthavn;SN99840;04.2006;0,1
Svalbard Lufthavn;SN99840;05.2006;0,9
Svalbard Lufthavn;SN99840;06.2006;4,8
Svalbard Lufthavn;SN99840;07.2006;7,5
Svalbard Lufthavn;SN99840;08.2006;6,6
Svalbard Lufthavn;SN99840;09.2006;1,7
Svalbard Lufthavn;SN99840;10.2006;-5,5
Svalbard Lufthavn;SN99840;11.2006;-4,1
Svalbard Lufthavn;SN99840;12.2006;-6,3
Svalbard Lufthavn;SN99840;01.2007;-8,9
Svalbard Lufthavn;SN99840;02.2007;-9
Svalbard Lufthavn;SN99840;03.2007;-6,7
Svalbard Lufthavn;SN99840;04.2007;-9,4
Svalbard Lufthavn;SN99840;05.2007;-1,4
Svalbard Lufthavn;SN99840;06.2007;5,1
Svalbard Lufthavn;SN99840;07.2007;7,8
Svalbard Lufthavn;SN99840;08.2007;6,4
Svalbard Lufthavn;SN99840;09.2007;2,1
Svalbard Lufthavn;SN99840;10.2007;-2,5
Svalbard Lufthavn;SN99840;11.2007;-5,3
Svalbard Lufthavn;SN99840;12.2007;-8,6
Svalbard Lufthavn;SN99840;01.2008;-7,5
Svalbard Lufthavn;SN99840;02.2008;-8,9
Svalbard Lufthavn;SN99840;03.2008;-14,7
Svalbard Lufthavn;SN99840;04.2008;-10,5
Svalbard Lufthavn;SN99840;05.2008;-1,9
Svalbard Lufthavn;SN99840;06.2008;3,4
Svalbard Lufthavn;SN99840;07.2008;6,2
Svalbard Lufthavn;SN99840;08.2008;5
Svalbard Lufthavn;SN99840;09.2008;3,3
Svalbard Lufthavn;SN99840;10.2008;-5,7
Svalbard Lufthavn;SN99840;11.2008;-8,6
Svalbard Lufthavn;SN99840;12.2008;-8
Svalbard Lufthavn;SN99840;01.2009;-12,7
Svalbard Lufthavn;SN99840;02.2009;-11,3
Svalbard Lufthavn;SN99840;03.2009;-11,5
Svalbard Lufthavn;SN99840;04.2009;-15,9
Svalbard Lufthavn;SN99840;05.2009;-1
Svalbard Lufthavn;SN99840;06.2009;3
Svalbard Lufthavn;SN99840;07.2009;7,7
Svalbard Lufthavn;SN99840;08.2009;6,3
Svalbard Lufthavn;SN99840;09.2009;1,7
Svalbard Lufthavn;SN99840;10.2009;-3,6
Svalbard Lufthavn;SN99840;11.2009;-1,9
Svalbard Lufthavn;SN99840;12.2009;-5,5
Svalbard Lufthavn;SN99840;01.2010;-7,2
Svalbard Lufthavn;SN99840;02.2010;-10,3
Svalbard Lufthavn;SN99840;03.2010;-15,8
Svalbard Lufthavn;SN99840;04.2010;-7,7
Svalbard Lufthavn;SN99840;05.2010;0
Svalbard Lufthavn;SN99840;06.2010;3,5
Svalbard Lufthavn;SN99840;07.2010;6,6
Svalbard Lufthavn;SN99840;08.2010;4,8
Svalbard Lufthavn;SN99840;09.2010;2
Svalbard Lufthavn;SN99840;10.2010;-2,9
Svalbard Lufthavn;SN99840;11.2010;-11
Svalbard Lufthavn;SN99840;12.2010;-11,6
Svalbard Lufthavn;SN99840;01.2011;-15,2
Svalbard Lufthavn;SN99840;02.2011;-12,7
Svalbard Lufthavn;SN99840;03.2011;-12,7
Svalbard Lufthavn;SN99840;04.2011;-5,8
Svalbard Lufthavn;SN99840;05.2011;-1,6
Svalbard Lufthavn;SN99840;06.2011;4,8
Svalbard Lufthavn;SN99840;07.2011;6,9
Svalbard Lufthavn;SN99840;08.2011;6,9
Svalbard Lufthavn;SN99840;09.2011;4,4
Svalbard Lufthavn;SN99840;10.2011;-2,6
Svalbard Lufthavn;SN99840;11.2011;-6
Svalbard Lufthavn;SN99840;12.2011;-6,6
Svalbard Lufthavn;SN99840;01.2012;-3,4
Svalbard Lufthavn;SN99840;02.2012;-5,6
Svalbard Lufthavn;SN99840;03.2012;-5,3
Svalbard Lufthavn;SN99840;04.2012;-9,2
Svalbard Lufthavn;SN99840;05.2012;-2,4
Svalbard Lufthavn;SN99840;06.2012;3,9
Svalbard Lufthavn;SN99840;07.2012;6,6
Svalbard Lufthavn;SN99840;08.2012;5,7
Svalbard Lufthavn;SN99840;09.2012;3
Svalbard Lufthavn;SN99840;10.2012;-2,7
Svalbard Lufthavn;SN99840;11.2012;-6,4
Svalbard Lufthavn;SN99840;12.2012;-7,9
Svalbard Lufthavn;SN99840;01.2013;-8,3
Svalbard Lufthavn;SN99840;02.2013;-10,8
Svalbard Lufthavn;SN99840;03.2013;-14,3
Svalbard Lufthavn;SN99840;04.2013;-9,3
Svalbard Lufthavn;SN99840;05.2013;-1,5
Svalbard Lufthavn;SN99840;06.2013;4,4
Svalbard Lufthavn;SN99840;07.2013;7,4
Svalbard Lufthavn;SN99840;08.2013;7,2
Svalbard Lufthavn;SN99840;09.2013;3,7
Svalbard Lufthavn;SN99840;10.2013;-4,7
Svalbard Lufthavn;SN99840;11.2013;-8
Svalbard Lufthavn;SN99840;12.2013;-8,1
Svalbard Lufthavn;SN99840;01.2014;-4,1
Svalbard Lufthavn;SN99840;02.2014;-1,7
Svalbard Lufthavn;SN99840;03.2014;-8,6
Svalbard Lufthavn;SN99840;04.2014;-9,7
Svalbard Lufthavn;SN99840;05.2014;-2
Svalbard Lufthavn;SN99840;06.2014;3,8
Svalbard Lufthavn;SN99840;07.2014;7,2
Svalbard Lufthavn;SN99840;08.2014;6,4
Svalbard Lufthavn;SN99840;09.2014;1,6
Svalbard Lufthavn;SN99840;10.2014;-1,9
Svalbard Lufthavn;SN99840;11.2014;-6,4
Svalbard Lufthavn;SN99840;12.2014;-9,6
Svalbard Lufthavn;SN99840;01.2015;-7,3
Svalbard Lufthavn;SN99840;02.2015;-13,9
Svalbard Lufthavn;SN99840;03.2015;-6,8
Svalbard Lufthavn;SN99840;04.2015;-5,3
Svalbard Lufthavn;SN99840;05.2015;-2,2
Svalbard Lufthavn;SN99840;06.2015;4,6
Svalbard Lufthavn;SN99840;07.2015;8,1
Svalbard Lufthavn;SN99840;08.2015;7,3
Svalbard Lufthavn;SN99840;09.2015;2,8
Svalbard Lufthavn;SN99840;10.2015;-1,8
Svalbard Lufthavn;SN99840;11.2015;-3,4
Svalbard Lufthavn;SN99840;12.2015;-6
Svalbard Lufthavn;SN99840;01.2016;-3,8
Svalbard Lufthavn;SN99840;02.2016;-5,6
Svalbard Lufthavn;SN99840;03.2016;-6,9
Svalbard Lufthavn;SN99840;04.2016;-6,2
Svalbard Lufthavn;SN99840;05.2016;1,4
Svalbard Lufthavn;SN99840;06.2016;5
Svalbard Lufthavn;SN99840;07.2016;8,9
Svalbard Lufthavn;SN99840;08.2016;5,8
Svalbard Lufthavn;SN99840;09.2016;4,1
Svalbard Lufthavn;SN99840;10.2016;3,2
Svalbard Lufthavn;SN99840;11.2016;-0,7
Svalbard Lufthavn;SN99840;12.2016;-6
Svalbard Lufthavn;SN99840;01.2017;-10,3
Svalbard Lufthavn;SN99840;02.2017;-6,9
Svalbard Lufthavn;SN99840;03.2017;-11,7
Svalbard Lufthavn;SN99840;04.2017;-8,3
Svalbard Lufthavn;SN99840;05.2017;-3,9
Svalbard Lufthavn;SN99840;06.2017;4,6
Svalbard Lufthavn;SN99840;07.2017;6,9
Svalbard Lufthavn;SN99840;08.2017;6,1
Svalbard Lufthavn;SN99840;09.2017;4,9
Svalbard Lufthavn;SN99840;10.2017;0,5
Svalbard Lufthavn;SN99840;11.2017;-3,6
Svalbard Lufthavn;SN99840;12.2017;-4,9
Svalbard Lufthavn;SN99840;01.2018;-5,5
Svalbard Lufthavn;SN99840;02.2018;-5,4
Svalbard Lufthavn;SN99840;03.2018;-12,7
Svalbard Lufthavn;SN99840;04.2018;-8,4
Svalbard Lufthavn;SN99840;05.2018;1,8
Svalbard Lufthavn;SN99840;06.2018;4
Svalbard Lufthavn;SN99840;07.2018;7,2
Svalbard Lufthavn;SN99840;08.2018;6,8
Svalbard Lufthavn;SN99840;09.2018;1,7
Svalbard Lufthavn;SN99840;10.2018;-1,4
Svalbard Lufthavn;SN99840;11.2018;-3,8
Svalbard Lufthavn;SN99840;12.2018;-5,8
Svalbard Lufthavn;SN99840;01.2019;-10,3
Svalbard Lufthavn;SN99840;02.2019;-11,1
Svalbard Lufthavn;SN99840;03.2019;-12,6
Svalbard Lufthavn;SN99840;04.2019;-3,9
Svalbard Lufthavn;SN99840;05.2019;-2,3
Svalbard Lufthavn;SN99840;06.2019;4,8
Svalbard Lufthavn;SN99840;07.2019;8,4
Svalbard Lufthavn;SN99840;08.2019;6,2
Svalbard Lufthavn;SN99840;09.2019;2,6
Svalbard Lufthavn;SN99840;10.2019;-4,6
Svalbard Lufthavn;SN99840;11.2019;-7,2
Svalbard Lufthavn;SN99840;12.2019;-10,8
Svalbard Lufthavn;SN99840;01.2020;-13,4
Svalbard Lufthavn;SN99840;02.2020;-15,5
Svalbard Lufthavn;SN99840;03.2020;-16,2
Svalbard Lufthavn;SN99840;04.2020;-8,9
Svalbard Lufthavn;SN99840;05.2020;0,1
Svalbard Lufthavn;SN99840;06.2020;4,5
Svalbard Lufthavn;SN99840;07.2020;9,8
Svalbard Lufthavn;SN99840;08.2020;7,2
Svalbard Lufthavn;SN99840;09.2020;3,2
Svalbard Lufthavn;SN99840;10.2020;-2,2
Svalbard Lufthavn;SN99840;11.2020;-2,9
Svalbard Lufthavn;SN99840;12.2020;-7
Svalbard Lufthavn;SN99840;01.2021;-7,9
Svalbard Lufthavn;SN99840;02.2021;-6,6
Svalbard Lufthavn;SN99840;03.2021;-9,7
Svalbard Lufthavn;SN99840;04.2021;-6,1
Svalbard Lufthavn;SN99840;05.2021;-3,4
Svalbard Lufthavn;SN99840;06.2021;3,1
Svalbard Lufthavn;SN99840;07.2021;6,2
Svalbard Lufthavn;SN99840;08.2021;6,3
Svalbard Lufthavn;SN99840;09.2021;3,7
Svalbard Lufthavn;SN99840;10.2021;-4
Svalbard Lufthavn;SN99840;11.2021;-9,8
Svalbard Lufthavn;SN99840;12.2021;-6,4
Svalbard Lufthavn;SN99840;01.2022;-10,2
Svalbard Lufthavn;SN99840;02.2022;-12,6
Svalbard Lufthavn;SN99840;03.2022;-7,9
Svalbard Lufthavn;SN99840;04.2022;-9,7
Svalbard Lufthavn;SN99840;05.2022;-1,7
Svalbard Lufthavn;SN99840;06.2022;6
Svalbard Lufthavn;SN99840;07.2022;9,3
Svalbard Lufthavn;SN99840;08.2022;6,9
Svalbard Lufthavn;SN99840;09.2022;3,2
Svalbard Lufthavn;SN99840;10.2022;-1,9
Svalbard Lufthavn;SN99840;11.2022;-1
Svalbard Lufthavn;SN99840;12.2022;-8,4
Svalbard Lufthavn;SN99840;01.2023;-3,9
Svalbard Lufthavn;SN99840;02.2023;-6,7
Svalbard Lufthavn;SN99840;03.2023;-5,3
Data er gyldig per 03.03.2023 (CC BY 4.0), Meteorologisk institutt (MET);;;
